SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,arvestatud,mittearvestatud,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,mitteilmunud
S,SV,SVOI,OIAO.07.075,Rahvusvaheline õigus,0,0,6,29,45,19,3,2,4
S,SV,SVOI,OIAO.07.093,Küberkaitse ja rahvusvaheline küberjulgeolek,0,0,16,11,1,2,1,0,0
S,SV,SVOI,OIEO.00.005,Doktoritöö,2,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.01.018,Õiguse filosoofia,0,0,35,10,9,6,9,1,1
S,SV,SVOI,OIEO.01.031,Tekstide tõlgendamise metoodika,7,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.01.033,Ladina juriidiline terminoloogia,123,9,0,0,0,0,0,0,5
S,SV,SVOI,OIEO.01.035,Kaasaegne õigusfilosoofia,0,0,6,1,2,0,0,0,0
S,SV,SVOI,OIEO.01.044,Võrdlev-ajalooline meetod õigusteaduses,6,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.03.010,Intellektuaalne omand,0,0,11,19,21,17,3,0,1
S,SV,SVOI,OIEO.03.013,Intellektuaalse omandi kaitse,23,0,0,0,0,0,0,0,3
S,SV,SVOI,OIEO.04.002,Asjaõigus,0,0,2,3,6,7,9,11,2
S,SV,SVOI,OIEO.04.005,Perekonnaõigus,0,0,1,4,9,4,0,0,0
S,SV,SVOI,OIEO.04.068,Tsiviilõiguse üldosa,0,0,32,27,16,22,14,6,3
S,SV,SVOI,OIEO.04.098,Lepinguõigus,24,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.04.119,Tsiviilkohtumenetlus,40,0,3,8,9,9,2,0,0
S,SV,SVOI,OIEO.04.138,Lepinguvälised võlasuhted,0,0,10,11,16,10,17,5,7
S,SV,SVOI,OIEO.04.140,Uurimistöö,73,1,0,0,0,0,0,0,4
S,SV,SVOI,OIEO.04.141,Õigusteadusliku uurimistöö alused ja akadeemiline väljendusoskus,131,6,0,0,0,0,0,0,3
S,SV,SVOI,OIEO.05.023,Tööõigus,0,0,12,17,20,25,12,4,2
S,SV,SVOI,OIEO.05.031,Sotsiaalsete õiguste areng Eestis: õigus tööle ja õigus sotsiaalkindlustusele,0,0,17,13,1,0,0,0,2
S,SV,SVOI,OIEO.06.005,Konkurentsiõigus,0,0,11,31,29,16,5,0,0
S,SV,SVOI,OIEO.06.009,Ühinguõigus,0,0,3,2,5,5,2,1,1
S,SV,SVOI,OIEO.06.024,USA kaubandus- ja ühinguõigus,26,0,0,0,0,0,0,0,1
S,SV,SVOI,OIEO.06.027,Väärtpaberituruõigus,12,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.06.045,Lepinguõigus,0,0,6,13,10,29,23,17,6
S,SV,SVOI,OIEO.06.046,Rahvusvaheline eraõigus,0,0,11,12,20,22,10,2,4
S,SV,SVOI,OIEO.06.054,Võlaõiguse üldosa,38,0,0,0,0,0,0,0,1
S,SV,SVOI,OIEO.06.072,Rahvusvaheline arbitraaž,16,2,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.06.077,Ühinguõiguse kaasusõpe,14,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.06.079,Sissejuhatus rahvusvahelisse äriõigusesse,47,0,0,0,0,0,0,0,0
S,SV,SVOI,OIEO.06.082,Intellektuaalomandi kaitse infotehnoloogia valdkonnas,0,0,4,14,11,2,0,0,0
S,SV,SVOI,OIEO.06.091,Tehisintellekt ja õigus,0,0,4,14,10,0,0,0,0
S,SV,SVOI,P2OG.01.027,Pärimisõigus,0,0,9,19,31,22,6,0,3
S,SV,SVOI,P2OG.01.031,Asjaõigus,0,0,25,26,16,13,19,9,7
S,SV,SVOI,P2OG.01.044,Tööõigus,0,0,16,20,27,18,11,2,7
S,SV,SVOI,P2OG.01.046,Ühinguõigus,0,0,5,10,27,17,22,9,11
S,SV,SVOI,P2OG.01.056,Finantsturud ja -järelevalve,0,0,10,8,1,2,0,0,5
S,SV,SVOI,P2OG.01.058,Intellektuaalne omand,0,0,17,22,20,7,1,0,1
S,SV,SVOI,P2OG.01.060,Autoriõigus,17,0,0,0,0,0,0,0,14
S,SV,SVOI,P2OG.01.063,Konkurentsiõigus,0,0,11,23,15,12,7,0,2
S,SV,SVOI,P2OG.01.083,Ladina juriidiline terminoloogia,103,2,0,0,0,0,0,0,6
S,SV,SVOI,P2OG.01.084,Õigussüsteemide võrdlev ajalugu,0,0,19,36,34,17,2,0,8
S,SV,SVOI,P2OG.01.088,Võlaõiguse üldosa,0,0,17,26,36,19,13,3,7
S,SV,SVOI,P2OG.01.089,Lepinguõigus,0,0,7,25,24,28,19,6,6
S,SV,SVOI,P2OG.01.090,Tsiviilkohtumenetlus,52,11,0,0,0,0,0,0,2
S,SV,SVOI,P2OG.01.107,Ehitus- ja planeerimisõigus,0,0,3,3,7,4,0,0,3
S,SV,SVOI,P2OG.01.112,Kindlustusõigus,0,0,15,14,3,0,0,0,3
S,SV,SVOI,P2OG.01.121,Tarbijaõigus,29,1,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.01.129,Õigusteadusliku uurimistöö alused ja akadeemiline väljendusoskus,85,20,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.01.130,Uurimistöö,78,5,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.01.131,Akadeemiline enesejuhtimine õigusteaduse üliõpilastele,71,2,0,0,0,0,0,0,1
S,SV,SVOI,P2OG.02.014,Maksuõigus,0,0,24,20,12,9,1,0,2
S,SV,SVOI,P2OG.02.015,Sotsiaalhooldusõigus,0,0,29,30,9,0,0,0,2
S,SV,SVOI,P2OG.02.016,Kohaliku omavalitsuse õigus,0,0,21,31,23,7,15,1,3
S,SV,SVOI,P2OG.02.028,Kuritegevus meedia peeglis,40,0,0,0,0,0,0,0,4
S,SV,SVOI,P2OG.02.058,Riigiõigus,105,8,0,0,0,0,0,0,11
S,SV,SVOI,P2OG.02.104,Kriminoloogia põhikursus,0,0,25,20,3,0,0,0,2
S,SV,SVOI,P2OG.02.106,Õiguse filosoofia,0,0,5,12,17,19,10,5,9
S,SV,SVOI,P2OG.02.114,Menetluspraktika,70,0,0,0,0,0,0,0,4
S,SV,SVOI,P2OG.02.144,Õppepraktika,6,0,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.02.149,Õiguse entsüklopeedia,0,0,27,19,25,18,5,8,12
S,SV,SVOI,P2OG.02.154,Haldusõigus,0,0,6,15,13,7,4,0,1
S,SV,SVOI,P2OG.02.155,Kriminaalmenetlus,0,0,5,6,13,10,8,0,0
S,SV,SVOI,P2OG.02.156,Rahvusvaheline õigus,0,0,3,19,18,7,0,3,2
S,SV,SVOI,P2OG.02.164,Sissejuhatus IT-õigusesse,0,0,3,2,1,1,0,3,4
S,SV,SVOI,P2OG.02.169,Väärteomenetlus,72,0,0,0,0,0,0,0,1
S,SV,SVOI,P2OG.02.180,Karistusõigus,108,3,0,0,0,0,0,0,4
S,SV,SVOI,P2OG.02.193,Rahvusvaheline avalik õigus,0,0,3,6,3,4,1,0,0
S,SV,SVOI,P2OG.02.194,Inimõigused,0,0,1,6,5,2,1,0,1
S,SV,SVOI,P2OG.02.195,Rahvusvahelise õiguse ajalugu ja teooria,0,0,2,12,3,0,0,0,0
S,SV,SVOI,P2OG.02.198,Ühinenud Rahvaste Organisatsiooni õigus ja praktika,0,0,4,3,5,5,1,0,0
S,SV,SVOI,P2OG.02.199,Rahvusvahelised suhted,0,0,10,4,3,0,0,0,1
S,SV,SVOI,P2OG.02.200,Uurimistöö oskused ja akadeemiline kirjutamine,19,0,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.02.202,Rahvusvaheline mereõigus,0,0,3,5,1,1,0,0,2
S,SV,SVOI,P2OG.02.209,Euroopa Liidu õigus,0,0,7,1,3,6,3,2,0
S,SV,SVOI,P2OG.02.215,Rahvusvahelise õiguse praktika,5,0,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.02.219,Inimõigused ja haridus,0,0,8,8,1,1,0,0,1
S,SV,SVOI,P2OG.02.232,Rahvusvahelise kriminaalõiguse harjutuskohus,5,0,0,0,0,0,0,0,0
S,SV,SVOI,P2OG.02.238,Sanktsiooniõigus,54,5,0,0,0,0,0,0,6
S,SV,SVOI,P2OG.03.004,Loogika,0,0,14,5,1,2,0,2,0
S,SV,SVOI,P2OG.03.057,Praktiline teadusloome ja akadeemilised andmebaasid,30,0,0,0,0,0,0,0,8
S,SV,SVOI,P2OG.03.066,Õiguspsühholoogia,0,0,6,6,6,2,0,0,2
S,SV,SVOI,P2OG.03.079,Sissejuhatus majandusteooriasse,0,0,11,16,17,8,1,0,4
S,SV,SVOI,P2OG.03.086,Finantsarvestuse alused,27,0,0,0,0,0,0,0,4
S,SV,SVOI,P2OG.03.093,Sissejuhatus psühholoogiasse,0,0,5,24,35,13,14,3,4
S,SV,SVOI,P2OG.04.013,Inglise õiguskeel (B2-C1),67,0,0,0,0,0,0,0,13
S,SV,SVOI,P2OG.04.031,Vene õiguskeel (B2-C1),20,0,0,0,0,0,0,0,2
S,SV,SVOI,P2OG.04.034,Prantsuse keel algajatele A1,21,0,0,0,0,0,0,0,3
S,SV,SVOI,P2OG.04.036,Inglise õiguskeel süvendatult juristidele(C1),19,0,0,0,0,0,0,0,1
S,SV,SVOI,P2OG.04.040,Prantsuse keele kesktase (A2-B1),4,0,0,0,0,0,0,0,2
S,SV,SVOI,P2OG.04.041,Vene keele kesktase (B1),4,1,0,0,0,0,0,0,1
S,SV,SVOI,P2OG.04.056,Juriidiline ja akadeemiline inglise keel 1,0,0,0,6,3,0,0,0,0
S,SV,SVOI,SVOI.04.006,Magistritöö seminar,14,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.00.102,Sotsiaalkindlustuse ökonoomika,0,0,11,15,6,2,0,0,0
S,SV,SVPC,P2PC.00.289,Majandusarvestuse alused,0,0,28,52,22,8,5,1,2
S,SV,SVPC,P2PC.00.305,Avalik esinemine,6,0,0,0,0,0,0,0,3
S,SV,SVPC,P2PC.00.397,Lepinguõigus,0,0,4,19,21,12,4,0,2
S,SV,SVPC,P2PC.00.417,Kinnisvara arendamine,38,3,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.00.486,Soome keel algajatele,22,0,0,0,0,0,0,0,3
S,SV,SVPC,P2PC.00.503,Lõputöö,0,0,1,2,0,1,1,0,0
S,SV,SVPC,P2PC.00.504,Juhtimine,0,0,9,16,17,11,0,0,1
S,SV,SVPC,P2PC.00.507,Eesti õigekeelsus ja väljendusõpetus,130,1,0,0,0,0,0,0,14
S,SV,SVPC,P2PC.00.508,Veinietikett,25,0,0,0,0,0,0,0,1
S,SV,SVPC,P2PC.00.511,Jätkusuutliku arengu alused,0,0,9,7,1,0,0,0,1
S,SV,SVPC,P2PC.00.512,Heaolu filosoofia areng,0,0,15,1,0,0,0,0,0
S,SV,SVPC,P2PC.00.515,Inimressursside juhtimine heaolumajanduses,0,0,3,10,0,0,0,0,2
S,SV,SVPC,P2PC.00.524,Ettevõttepraktika,3,0,0,0,0,0,0,0,2
S,SV,SVPC,P2PC.00.561,Tervisesport,13,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.00.587,Innovatsioon ja ettevõtlus turismis,11,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.00.603,Turismiturundus,0,0,16,6,3,0,0,0,1
S,SV,SVPC,P2PC.00.609,Finantsarvestus,0,0,7,7,7,2,0,0,0
S,SV,SVPC,P2PC.00.643,Sissejuhatus kõrgkooliõpingutesse,131,9,0,0,0,0,0,0,10
S,SV,SVPC,P2PC.00.646,Rahanduse alused,0,0,14,12,11,12,0,4,6
S,SV,SVPC,P2PC.00.657,Uurimistöö alused ja meetodid,131,16,0,0,0,0,0,0,2
S,SV,SVPC,P2PC.00.658,Protsessi- ja kvaliteedijuhtimine,0,0,25,58,30,5,0,1,7
S,SV,SVPC,P2PC.00.660,Teenusmajandus ja teenindusfilosoofia,53,0,40,21,11,6,0,0,15
S,SV,SVPC,P2PC.00.662,Organisatsioonikäitumine,0,0,43,25,6,4,2,7,1
S,SV,SVPC,P2PC.00.669,Heaolumajandus ja innovatsioon,0,0,12,4,0,0,0,0,0
S,SV,SVPC,P2PC.00.672,Majandusarvestus ja finantsjuhtimine,0,0,1,2,4,1,0,1,1
S,SV,SVPC,P2PC.00.675,Magistriseminar,7,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.00.676,Disainijuhtimine,25,1,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.00.678,Projekti- ja protsessipõhine juhtimine,0,0,21,4,0,0,0,0,1
S,SV,SVPC,P2PC.00.683,Infograafika,25,1,0,0,0,0,0,0,1
S,SV,SVPC,P2PC.00.686,Meeskonna juhtimine ja eestvedamine,21,1,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.01.073,Projektijuhtimise alused,0,0,39,30,9,0,0,0,2
S,SV,SVPC,P2PC.01.109,Projektipraktika,0,0,16,14,9,6,0,0,3
S,SV,SVPC,P2PC.01.145,Spordiorganisatsiooni ja -juhtimise alused,0,0,1,1,2,2,1,0,0
S,SV,SVPC,P2PC.01.153,Projektipõhine arvestus,0,0,8,33,6,2,0,0,1
S,SV,SVPC,P2PC.01.154,Projektipõhine rahastamine,0,0,5,17,17,7,2,1,5
S,SV,SVPC,P2PC.01.157,Spordialane inglise keel,0,0,1,3,1,3,0,0,0
S,SV,SVPC,P2PC.01.158,Inglise ärikeel,0,0,6,9,6,0,0,0,0
S,SV,SVPC,P2PC.01.159,Projektijuhtimise rakendamine,0,0,25,22,2,1,0,0,3
S,SV,SVPC,P2PC.01.160,Projektijuhtimise meetodid,0,0,5,7,23,11,4,1,3
S,SV,SVPC,P2PC.01.161,Vabaühendused ja nende juhtimine,0,0,10,7,7,0,0,0,2
S,SV,SVPC,P2PC.01.164,Praktiline lepinguõigus,0,0,1,4,8,7,0,0,0
S,SV,SVPC,P2PC.01.171,Ärisuhtlus,26,0,0,0,0,0,0,0,2
S,SV,SVPC,P2PC.01.173,Lõputöö seminar,16,7,0,0,0,0,0,0,4
S,SV,SVPC,P2PC.01.177,Praktiline spordipsühholoogia,0,0,11,3,0,0,0,0,0
S,SV,SVPC,P2PC.02.063,Hotellimajanduse alused,0,0,15,17,2,1,0,1,0
S,SV,SVPC,P2PC.02.067,Turismiturundus,0,0,12,7,18,0,0,0,1
S,SV,SVPC,P2PC.02.088,Euroopa turismigeograafia,0,0,21,13,0,0,0,3,0
S,SV,SVPC,P2PC.02.150,Toitlustuskorraldus,0,0,19,7,1,0,0,0,1
S,SV,SVPC,P2PC.02.155,Turismi soome keel,0,0,3,13,3,0,0,0,1
S,SV,SVPC,P2PC.02.158,Maaturism,25,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.02.208,Toiduturism,26,0,0,0,0,0,0,0,6
S,SV,SVPC,P2PC.02.211,Heaolu ja terviseturism,0,0,14,1,2,0,0,0,1
S,SV,SVPC,P2PC.02.214,Majutus- ja spaaettevõtte juhtimine,0,0,3,11,7,4,0,0,1
S,SV,SVPC,P2PC.02.217,Turismisihtkoha arendus ja juhtimine,0,0,2,13,3,1,0,0,0
S,SV,SVPC,P2PC.02.225,Turismi- ja hotellimajanduse alused,0,0,11,24,13,2,0,6,0
S,SV,SVPC,P2PC.02.226,Reisi- ja sündmuskorraldus,0,0,0,3,17,5,0,0,0
S,SV,SVPC,P2PC.02.228,Turismitoodete disain ja arendus,0,0,8,20,14,1,1,0,2
S,SV,SVPC,P2PC.03.028,Sotsiaalprojektide juhtimine ja rahastamine,33,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.03.031,Klienditöö praktika,0,0,17,20,0,1,0,0,2
S,SV,SVPC,P2PC.03.057,Turismi inglise keel,0,0,6,5,6,6,2,0,2
S,SV,SVPC,P2PC.03.103,Erialane võõrkeel (vene keeles),38,0,0,0,0,0,0,0,1
S,SV,SVPC,P2PC.03.134,Lõputöö seminar,37,0,0,0,0,0,0,0,0
S,SV,SVPC,P2PC.03.139,Tutvumispraktika,0,0,27,5,0,0,0,0,3
S,SV,SVPC,P2PC.03.141,Finantsjuhtimine ja avaliku sektori ökonoomika,0,0,1,2,15,10,9,1,0
S,SV,SVPC,SVPC.00.003,Hispaania keel algajatele,18,1,0,0,0,0,0,0,4
S,SV,SVPC,SVPC.00.019,Sotsiaaltöö mitmekultuurilises kogukonnas,33,0,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.00.022,Tööalane inglise keel,25,2,0,0,0,0,0,0,1
S,SV,SVPC,SVPC.00.025,Praktika,51,2,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.00.026,Magistriseminar,6,29,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.00.031,Videoklippide loomine,21,0,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.00.035,Tai õlimassaž,8,2,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.00.036,Ettevõtluse baaskursus,139,8,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.00.041,Kliendikäitumine,0,0,27,0,0,0,0,1,1
S,SV,SVPC,SVPC.00.044,Hiina keel algajatele I osa,12,0,0,0,0,0,0,0,7
S,SV,SVPC,SVPC.00.045,Lõimumiskoolitus eesti keelest ja kultuurist,11,0,0,0,0,0,0,0,1
S,SV,SVPC,SVPC.01.003,Toote- ja teenusedisain,0,0,50,1,0,0,0,0,0
S,SV,SVPC,SVPC.01.004,Spordi administreerimine,0,0,2,1,1,4,1,0,1
S,SV,SVPC,SVPC.01.005,Ettevõtluskeskkond ja innovatsioon,0,0,25,1,2,0,0,0,2
S,SV,SVPC,SVPC.01.006,Kaasuse lahendamine,36,2,0,0,0,0,0,0,5
S,SV,SVPC,SVPC.01.008,Teadustöö metodoloogia,26,2,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.01.010,Sotsiaalne innovatsioon ja ettevõtlus,0,0,4,8,3,0,0,0,1
S,SV,SVPC,SVPC.01.011,Disainmõtlemise ja -juhtimise praktika,10,0,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.01.012,Virtuaalmeeskonna juhtimine,0,0,22,14,1,0,0,2,0
S,SV,SVPC,SVPC.01.019,Isiklik ja professionaalne areng,23,1,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.02.001,Praktika teenindusettevõttes,27,0,0,0,0,0,0,0,1
S,SV,SVPC,SVPC.02.002,Praktika turismiorganisatsioonis,32,0,0,0,0,0,0,0,4
S,SV,SVPC,SVPC.02.003,Uurimispraktika turismiorganisatsioonis,42,2,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.02.004,Pärimuskultuur ja turismitootearendus,25,1,0,0,0,0,0,0,3
S,SV,SVPC,SVPC.02.006,Graafiline disain,14,1,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.02.010,Spaateenuste arendamine,0,0,15,0,0,0,0,1,0
S,SV,SVPC,SVPC.02.012,Protsessi- ja projektijuhtimine heaolu teenuste disainis,0,0,7,2,1,1,0,0,1
S,SV,SVPC,SVPC.02.013,Visuaalse kommunikatsiooni disain,13,1,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.03.001,Sissejuhatus sotsiaaltöösse,0,0,11,13,11,2,1,0,3
S,SV,SVPC,SVPC.03.006,Sotsiaalplaneerimine,0,0,7,11,12,5,0,0,1
S,SV,SVPC,SVPC.03.008,Sotsiaalne ettevõtlus ja innovatsioon,0,0,23,8,5,1,0,0,0
S,SV,SVPC,SVPC.03.009,Sotsiaalse ja tööalase rehabilitatsiooni korraldus,34,0,0,0,0,0,0,0,0
S,SV,SVPC,SVPC.03.011,Klienditöö oskused,0,0,18,15,4,0,0,0,2
S,SV,SVPC,SVPC.03.013,Suhtlus meediaga ja sissejuhatus ajakirjandusse,0,0,34,0,0,0,0,0,0
S,SV,SVPC,SVPC.03.016,Laste õigused ja heaolu Eestis ja Soomes,0,0,13,3,0,0,0,0,0
S,SV,SVPH,SHPH.00.029,Tunnetuspsühholoogia,0,0,20,25,43,36,24,0,9
S,SV,SVPH,SHPH.00.037,Tunnete ja tunnetuse vastasmõjud,0,0,25,6,2,0,0,0,0
S,SV,SVPH,SHPH.00.038,Psüühika põhifunktsioonid,0,0,76,35,13,6,3,12,1
S,SV,SVPH,SHPH.00.039,Kognitiivne psühholoogia,0,0,12,20,30,15,0,8,23
S,SV,SVPH,SOPH.00.024,Neuropsühholoogia,0,0,17,21,12,13,8,4,4
S,SV,SVPH,SOPH.00.088,Nõustamise põhialused,0,0,30,39,43,14,13,0,4
S,SV,SVPH,SOPH.00.158,Kriisipsühholoogia,0,0,14,12,5,3,1,0,6
S,SV,SVPH,SOPH.00.270,"Uurimus, andmed ja interpretatsioon",0,0,22,13,1,0,0,1,0
S,SV,SVPH,SOPH.00.276,Vaimsed võimed,0,0,37,4,0,0,0,0,2
S,SV,SVPH,SOPH.00.277,Isiksusepsühholoogia,0,0,25,26,21,20,7,0,6
S,SV,SVPH,SOPH.00.283,Arengupsühholoogia,0,0,50,62,45,23,15,2,15
S,SV,SVPH,SOPH.00.285,Eksperimentaalpsühholoogia,0,0,43,34,13,2,0,1,4
S,SV,SVPH,SOPH.00.287,Psühhomeetria alused,0,0,9,12,30,22,20,4,11
S,SV,SVPH,SOPH.00.292,Suhtlemistreening,0,0,12,6,2,1,0,4,0
S,SV,SVPH,SOPH.00.294,Kliiniline psühholoogia,0,0,9,48,63,27,16,2,6
S,SV,SVPH,SOPH.00.301,Sissejuhatus reklaamipsühholoogiasse,0,0,1,5,21,19,7,3,5
S,SV,SVPH,SOPH.00.312,Eetika probleemid psühholoogias,0,0,28,18,9,5,2,0,1
S,SV,SVPH,SOPH.00.317,Teadusliku uurimistöö metodoloogia ja praktiline teadustegevus,0,0,21,4,0,0,0,0,0
S,SV,SVPH,SOPH.00.320,Kliinilise psühholoogia teooriad ja meetodid,0,0,34,17,4,3,0,0,0
S,SV,SVPH,SOPH.00.391,Sissejuhatus karjäärinõustamisse,0,0,13,15,11,10,6,0,10
S,SV,SVPH,SOPH.00.477,Uurimistöö,10,0,9,4,2,1,0,0,12
S,SV,SVPH,SOPH.00.498,Doktoritöö,4,0,0,0,0,0,0,0,0
S,SV,SVPH,SOPH.00.527,Käitumise füsioloogia,0,0,14,21,19,14,2,0,6
S,SV,SVPH,SVPH.00.003,Kaasaegsed suundumused psühholoogias I,5,0,0,0,0,0,0,0,2
S,SV,SVPH,SVPH.00.009,Konflikt lapse- ja teismeeas,63,3,0,0,0,0,0,0,3
S,SV,SVPH,SVPH.00.012,Individuaalse uurimise ja hindamise meetodid,63,3,0,0,0,0,0,0,0
S,SV,SVPH,SVPH.00.013,Karjääri kujunemine ja kujundamine,53,7,0,0,0,0,0,0,0
S,SV,SVPH,SVPH.00.017,Praktiline motivatsioonipsühholoogia,0,0,31,11,0,1,0,0,3
S,SV,SVPH,SVPH.00.026,Seksuaalkäitumise eriseminar,0,0,10,11,1,0,0,0,1
S,SV,SVPH,SVPH.00.033,Koolipsühholoogia teadusseminar,16,0,0,0,0,0,0,0,0
S,SV,SVPH,SVPH.00.040,Akadeemiline enesejuhtimine,0,0,21,23,10,7,2,2,0
S,SV,SVPH,SVPH.00.041,Ülevaade psühholoogiast,0,0,14,21,15,15,2,11,2
S,SV,SVPH,SVPH.00.047,Tervisepsühholoogia teadusseminar,25,0,0,0,0,0,0,0,0
S,SV,SVPH,SVPH.00.054,Teadveloleku ja enesehoolivuse praktiline kursus,17,0,0,0,0,0,0,0,0
S,SV,SVSV,SHSH.00.002,Statistiline modelleerimine,0,0,48,36,12,15,7,12,6
S,SV,SVSV,SVSV.00.005,Magistrieksam,18,1,0,0,0,0,0,0,0
S,SV,SVUH,SHSS.02.002,Sotsiaaltöö teooria,0,0,14,14,4,1,1,1,2
S,SV,SVUH,SHSS.02.004,Grupitöö oskused,0,0,19,1,1,1,0,0,0
S,SV,SVUH,SHSS.02.005,Sotsiaalpedagoogilised lähenemised sotsiaaltöös,26,0,0,0,0,0,0,0,6
S,SV,SVUH,SHSS.02.007,Kohaliku omavalitsuse korraldus,0,0,11,20,14,0,0,0,0
S,SV,SVUH,SHSS.02.009,Vananemine ja eakate poliitika,45,1,0,0,0,0,0,0,0
S,SV,SVUH,SHSS.02.010,Lastekaitse ja sotsiaaltöö peredega,0,0,13,14,2,0,0,1,1
S,SV,SVUH,SHSS.02.013,Sotsiaaltöö gruppidega,31,0,0,0,0,0,0,0,0
S,SV,SVUH,SHZU.00.001,Praktiline ajakirjandus,25,0,0,0,0,0,0,0,0
S,SV,SVUH,SHZU.01.017,Reporteritöö praktika,0,0,6,3,0,0,0,0,0
S,SV,SVUH,SHZU.01.018,Sissejuhatus digitaalmeediasse,15,0,0,0,0,0,0,0,0
S,SV,SVUH,SHZU.03.003,Organisatsioonikommunikatsiooni teooriad,0,0,19,17,5,5,4,1,0
S,SV,SVUH,SHZU.04.007,Multimeedia infokorralduses,35,1,0,0,0,0,0,0,2
S,SV,SVUH,SHZU.05.015,Infoteenindus,34,3,0,0,0,0,0,0,0
S,SV,SVUH,SHZU.05.027,Eesti raamatukogunduse kaasaegsed probleemid,22,3,0,0,0,0,0,0,0
S,SV,SVUH,SHZU.05.033,Infoühiskonna aktuaalsed teemad,45,3,0,0,0,0,0,0,1
S,SV,SVUH,SHUH.00.005,Akadeemiline enesejuhtimine,0,0,21,13,4,1,1,0,1
S,SV,SVUH,SHUH.03.002,Rakendusantropoloogia ja koosloome,0,0,26,11,9,4,0,5,1
S,SV,SVUH,SHUH.03.006,Kommunikatsiooniassistendi praktika,0,0,16,11,1,1,1,0,0
S,SV,SVUH,SHUH.04.013,Infosüsteemid,0,0,18,13,0,0,0,1,1
S,SV,SVUH,SHUH.04.026,Seminaritöö,0,0,0,0,0,3,2,0,8
S,SV,SVUH,SHUH.04.034,Liigitussüsteemid,2,1,0,0,0,0,0,0,2
S,SV,SVUH,SHUH.04.035,Projektipraktika,45,7,0,0,0,0,0,0,2
S,SV,SVUH,SHUH.08.003,Eesti sotsiaaltöö ja sotsiaalpoliitika arengud ja väljakutsed,0,0,0,0,3,6,1,0,1
S,SV,SVUH,SOSS.00.092,Sotsioloogia doktoritöö,3,0,0,0,0,0,0,0,0
S,SV,SVUH,SOSS.01.001,Sissejuhatus sotsioloogiasse,0,0,20,38,68,49,21,1,17
S,SV,SVUH,SOSS.01.079,Sissejuhatus sotsiaalsesse stratifikatsiooni,0,0,5,2,3,4,5,0,0
S,SV,SVUH,SOSS.04.054,Vaatluspraktika sotsiaaltöö või sotsiaalpoliitika alal,0,0,7,1,0,0,0,0,0
S,SV,SVUH,SOSS.04.057,Osaluspraktika sotsiaaltöö või sotsiaalpoliitika alal,0,0,3,0,0,0,0,0,0
S,SV,SVUH,SOSS.04.061,Sotsiaaluuringu planeerimine,0,0,9,10,4,0,0,0,0
S,SV,SVUH,SOSS.04.067,Perekonnasotsioloogia,0,0,2,11,4,1,2,1,1
S,SV,SVUH,SOSS.04.090,Magistriseminar,0,0,8,9,3,1,0,0,0
S,SV,SVUH,SOSS.04.100,Uurimistöö meetodid ja teadustöö metodoloogia,22,0,0,0,0,0,0,0,0
S,SV,SVUH,SOSS.04.155,Sissejuhatus hälbiva käitumise sotsioloogiasse,26,0,0,0,0,0,0,0,3
S,SV,SVUH,SOSS.04.215,Praktika,0,0,13,0,0,0,0,0,0
S,SV,SVUH,SOZU.00.005,Seminaritöö,0,0,11,14,4,6,2,0,8
S,SV,SVUH,SOZU.01.129,Ajakirjandusteooria,0,0,5,6,5,2,1,2,0
S,SV,SVUH,SOZU.01.192,Ülevaade audiovisuaalsest kommunikatsioonist,0,0,18,24,28,15,10,4,8
