SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,vaartus_0,vaartus_1,vaartus_2,vaartus_3,vaartus_4,toomaht_0,toomaht_1,toomaht_2,toomaht_3,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,arvestatud,mittearvestatud,mitteilmunud
S,SV,SVPH,SVPH.00.013,Karjääri kujunemine ja kujundamine,,,4,8,12,1,,19,4,,,,,,,23,1,
S,SV,SVPH,SVPH.00.017,Praktiline motivatsioonipsühholoogia,,,1,6,31,,,38,,26,10,,1,,,,,1
S,SV,SVPH,SVPH.00.026,Seksuaalkäitumise eriseminar,,,,2,18,,1,18,1,9,9,1,,,,,,1
S,SV,SVPH,SVPH.00.033,Koolipsühholoogia teadusseminar,,,1,,4,,,5,,,,,,,,5,,
S,SV,SVPH,SVPH.00.040,Akadeemiline enesejuhtimine,,1,5,13,21,,,38,2,13,14,8,5,,,,,
S,SV,SVPH,SVPH.00.041,Ülevaade psühholoogiast,,1,1,17,31,,1,45,4,11,14,14,6,1,4,,,
S,SV,SVPH,SVPH.00.047,Tervisepsühholoogia teadusseminar,,,,1,10,,,9,2,,,,,,,11,,
S,SV,SVPH,SVPH.00.054,Teadveloleku ja enesehoolivuse praktiline kursus,,,,1,12,,,13,,,,,,,,13,,
S,SV,SVSV,SHSH.00.002,Statistiline modelleerimine,2,3,6,19,49,1,11,66,1,28,21,7,11,6,5,,,1
S,SV,SVSV,SVSV.00.005,Magistrieksam,,,1,,9,,2,8,,,,,,,,9,1,
S,SV,SVUH,SHSS.02.002,Sotsiaaltöö teooria,1,,3,5,12,1,4,14,2,7,7,3,1,1,,,,2
S,SV,SVUH,SHSS.02.004,Grupitöö oskused,,,,4,14,,,18,,15,1,1,1,,,,,
S,SV,SVUH,SHSS.02.005,Sotsiaalpedagoogilised lähenemised sotsiaaltöös,1,,2,9,8,1,9,10,,,,,,,,17,,3
S,SV,SVUH,SHSS.02.007,Kohaliku omavalitsuse korraldus,,1,5,15,14,,,35,,9,16,10,,,,,,
S,SV,SVUH,SHSS.02.009,Vananemine ja eakate poliitika,,1,2,9,26,,2,36,,,,,,,,38,,
S,SV,SVUH,SHSS.02.010,Lastekaitse ja sotsiaaltöö peredega,,,,6,14,,13,6,1,10,9,1,,,,,,
S,SV,SVUH,SHSS.02.013,Sotsiaaltöö gruppidega,,,,3,21,,1,22,1,,,,,,,24,,
S,SV,SVUH,SHZU.00.001,Praktiline ajakirjandus,,,,3,19,,,20,2,,,,,,,22,,
S,SV,SVUH,SHZU.03.003,Organisatsioonikommunikatsiooni teooriad,,,6,7,20,,3,28,2,14,10,2,5,2,,,,
S,SV,SVUH,SHZU.04.007,Multimeedia infokorralduses,1,,5,13,16,,,34,1,,,,,,,34,,1
S,SV,SVUH,SHZU.05.015,Infoteenindus,,2,1,14,12,1,1,26,1,,,,,,,27,2,
S,SV,SVUH,SHZU.05.027,Eesti raamatukogunduse kaasaegsed probleemid,,,2,5,13,,,20,,,,,,,,18,2,
S,SV,SVUH,SHZU.05.033,Infoühiskonna aktuaalsed teemad,,1,3,18,20,,7,34,1,,,,,,,41,1,
S,SV,SVUH,SHUH.00.005,Akadeemiline enesejuhtimine,,1,3,9,15,,1,24,3,15,9,2,1,1,,,,
S,SV,SVUH,SHUH.03.002,Rakendusantropoloogia ja koosloome,2,,2,4,28,2,4,29,1,19,7,4,1,,5,,,
S,SV,SVUH,SHUH.04.013,Infosüsteemid,1,,6,11,7,,5,20,,14,11,,,,,,,
S,SV,SVUH,SHUH.04.026,Seminaritöö,,,,4,3,1,3,3,,,,,2,,,,,5
S,SV,SVUH,SHUH.08.003,Eesti sotsiaaltöö ja sotsiaalpoliitika arengud ja väljakutsed,,2,3,1,,,2,4,,,,3,2,,,,,1
S,SV,SVUH,SOSS.01.001,Sissejuhatus sotsioloogiasse,2,4,15,32,35,1,4,76,7,12,17,29,20,4,,,,5
S,SV,SVUH,SOSS.01.079,Sissejuhatus sotsiaalsesse stratifikatsiooni,,1,2,8,3,,10,4,,3,,3,3,5,,,,
S,SV,SVUH,SOSS.04.061,Sotsiaaluuringu planeerimine,,1,,3,16,,1,19,,8,9,3,,,,,,
S,SV,SVUH,SOSS.04.067,Perekonnasotsioloogia,,,,2,10,,,12,,1,5,3,,2,1,,,
S,SV,SVUH,SOSS.04.090,Magistriseminar,,,,6,10,,4,12,,6,7,2,1,,,,,
S,SV,SVUH,SOSS.04.100,Uurimistöö meetodid ja teadustöö metodoloogia,,,1,2,13,,,16,,,,,,,,16,,
S,SV,SVUH,SOSS.04.155,Sissejuhatus hälbiva käitumise sotsioloogiasse,,,,2,15,,,15,2,,,,,,,17,,
S,SV,SVUH,SOZU.00.005,Seminaritöö,1,1,,5,16,1,10,10,2,5,7,2,3,1,,,,5
S,SV,SVUH,SOZU.01.129,Ajakirjandusteooria,,1,1,5,6,1,5,7,,3,4,3,2,,1,,,
S,SV,SVUH,SOZU.01.192,Ülevaade audiovisuaalsest kommunikatsioonist,,3,5,17,18,1,2,39,1,7,9,13,7,4,2,,,1
S,SV,SVUH,SOZU.03.252,Ülevaade meedia ja kommunikatsiooni teooriast,,2,3,8,21,,4,30,,12,1,9,6,6,,,,
S,SV,SVUH,SOZU.04.065,Professionaalne eneseanalüüs,1,1,,3,7,1,,11,,,,,,,,10,,2
S,SV,SVUH,SVUH.00.012,Kommunikatsiooni eetika,,,,9,42,,4,46,1,18,12,13,8,,,,,
S,SV,SVUH,SVUH.00.015,Uurimistöö alused,,5,4,19,24,2,4,46,,2,16,15,14,4,1,,,
S,SV,SVUH,SVUH.00.018,Infokäitumise teooriad ja praktikad,,,2,8,10,,2,18,,,,,,,,17,3,
S,SV,SVUH,SVUH.00.023,Tekstiloome ja toimetamine,,1,5,12,14,,2,27,3,,,,,,,31,1,
S,SV,SVUH,SVUH.00.024,Info- ja kommunikatsiooniõigus,,5,7,10,5,,22,5,,4,8,8,4,3,,,,
S,SV,SVUH,SVUH.00.025,Tänane meediaühiskond ja uued avalikkused,,,2,11,18,,10,20,1,10,12,4,3,1,1,,,
S,SV,SVUH,SVUH.00.035,Reporteritöö,,,,,9,1,1,7,,3,3,1,2,,,,,
S,SV,SVUH,SVUH.00.036,Loovkirjutamine,,,,6,14,,,18,2,,,,,,,20,,
S,SV,SVUH,SVUH.00.037,Akadeemiline enesejuhtimine,,,,11,34,,3,38,4,6,23,12,4,,,,,
S,SV,SVUH,SVUH.00.038,Sissejuhatus kommunikatsiooni ja meediasse,,1,1,3,30,,2,30,3,6,18,7,3,1,,,,
S,SV,SVUH,SVUH.00.039,Kuidas lugeda sotsiaalteooriaid,,,1,2,33,1,2,33,,,,,,,,35,,1
S,SV,SVUH,SVUH.00.041,Eesti meediasüsteem ja meediakasutus,,,1,9,23,,2,30,1,6,9,11,5,2,,,,
S,SV,SVUH,SVUH.00.046,Mitmekesisus ühiskonnas,,2,5,23,32,,,54,8,24,24,11,2,1,,,,
S,SV,SVUH,SVUH.00.047,Sotsioloogiliste uuringute planeerimine ja juhtimine,,,1,2,5,,,8,,,,,,,,8,,
S,SV,SVUH,SVUH.00.050,Sotsiaalne muutus ja sekkumine,,3,12,14,2,,16,14,1,24,5,2,,,,,,
S,SV,SVUH,SVUH.00.056,Infoühiskond ja sotsiaalne heaolu,,,1,2,26,,,26,3,,,,,,,29,,
S,SV,SVUH,SVUH.00.058,Suhtlemis- ja koostööoskused,,,5,17,45,1,1,56,9,,,,,,,67,,
S,SV,SVUH,SVUH.00.059,Andmepädevus,,2,1,6,6,,6,9,,2,3,2,6,1,,,,1
S,SV,SVUH,SVUH.00.067,Info kirjeldamine ja metaandmed,,,,12,22,,5,26,3,14,11,7,2,,,,,
S,SV,SVUH,SVUH.00.068,Informatsioon ja ühiskond,,,,10,26,,2,32,2,,,,,,,35,1,
S,SV,SVUH,SVUH.00.069,Organisatsiooni teadmusjuhtimine,,3,6,7,8,1,,19,4,,,,,,,24,,
S,SV,SVUH,SVUH.00.071,Infoteaduste alused,,1,2,11,20,,10,24,,11,14,8,1,,,,,
S,SV,SVUH,SVUH.00.072,Infosüsteemide alused,,,1,11,22,,1,28,5,11,16,6,1,,,,,
S,SV,SVUH,SVUH.00.073,Infohalduse korraldus,1,,,4,30,1,1,29,4,13,14,7,1,,,,,
S,SV,SVUH,SVUH.00.077,Ühiskond ja kultuur,1,,3,10,24,,15,23,,,,,,,,36,,2
S,SV,SVUH,SVUH.00.079,Uuriv ajakirjandus,,,,,6,,,6,,,,,,,,6,,
S,SV,SVUH,SVUH.00.084,Ühiskonna arengute teoreetiline mõtestamine,1,1,3,8,15,,5,21,2,21,5,1,,,,,,1
S,SV,SVUH,SVUH.00.088,Ühiskonna ja infoprotsesside analüüsi metodoloogia,,,3,16,12,,1,26,4,,,,,,,29,2,
S,SV,SVUH,SVUH.00.104,Loo jutustamine,,,,3,20,,1,22,,,,,,,,22,1,
S,SV,SVUH,SVUH.00.106,Professionaalne eneseanalüüs,,,2,6,12,,,17,3,,,,,,,20,,
S,SV,SVUH,SVUH.00.113,Kvalitatiivsed ja kvantitatiivsed meetodid,1,,1,7,9,,6,12,,,,,,,,17,1,
S,SV,SVUH,SVUH.00.116,Visuaalse kommunikatsiooni eriseminar,,,,1,4,,,4,1,,,,,,,5,,
S,SV,SVUH,SVUH.01.004,Audiovisuaalse produktsiooni praktikum,1,3,2,5,8,,1,16,2,,,,,,,19,,
S,SV,SVUH,SVUH.03.005,Kommunikatsioonijuhtimise alused ja praktikad,,,2,10,25,,13,24,,12,17,8,,,,,,
S,SV,SVUH,SVUH.04.022,Infokorralduslike probleemide analüüs,,,3,12,8,,9,14,,7,8,4,2,,2,,,
S,SV,SVUH,SVUH.06.002,Tänapäevased andmestikud sotsiaaluurimuses,,,1,4,11,,,15,1,9,5,1,,,,,,1
S,SV,SVUH,SVUH.06.006,Sotsiaalteaduste metodoloogia alused,,3,1,7,12,,3,19,1,,,,,,,23,,
S,SV,SVUH,SVUH.07.004,Sissejuhatus kvalitatiivsetesse meetoditesse,,2,2,9,16,,3,26,,8,6,9,3,2,,,,1
S,SV,SVUH,SVUH.08.005,"Eesti rahvastiku demograafia, poliitikad ja sotsiaalne muutus",,2,3,2,5,1,7,4,,1,8,,2,1,,,,
S,SV,SVUH,SVUH.10.001,Avaliku kommunikatsiooni kriitiline analüüs,,,,3,18,,11,10,,7,8,5,1,,,,,
S,SV,SVUH,SVUH.10.002,Magistriseminar I,,1,,4,5,,1,9,,,,,,,,10,,
S,SV,SVUH,SVUH.10.003,Kommunikatsioon ja selle juhtimine,,,1,8,31,,,38,2,,,,,,,40,,
K,HV,HVAJ,FLAJ.00.022,Doktoriseminar,2,,,1,4,3,,4,,,,,,,,6,,
K,HV,HVAJ,FLAJ.01.067,Keskaja arheoloogia,1,,1,4,11,1,1,15,,9,6,1,,,,,,
K,HV,HVAJ,FLAJ.01.097,Arheoloogiamälestiste kaitse,1,,,2,8,1,,10,,,,,,,,9,,1
K,HV,HVAJ,FLAJ.01.104,Arheoloogia ja suuline traditsioon,1,,,,5,1,1,4,,4,,,,,,,,
K,HV,HVAJ,FLAJ.01.120,Euroopa pronksi- ja rauaaeg,1,,,2,5,1,1,5,1,1,4,,1,,1,,,1
K,HV,HVAJ,FLAJ.01.141,Magistriseminar arheoloogias,,,,1,4,,,5,,,,,,,,5,,
K,HV,HVAJ,FLAJ.01.153,Arheoloogiliste leidude säilitamine,1,,,1,9,1,,10,,,,,,,,10,,1
K,HV,HVAJ,FLAJ.02.058,Paleograafia,,,,,5,,1,4,,,,,,,,5,,
K,HV,HVAJ,FLAJ.02.130,Eesti arhiivid: 19.-20. sajandi allikad,,,1,,9,,,9,1,,,,,,,9,,1
K,HV,HVAJ,FLAJ.02.137,Digitaalne arhiivindus ja dokumendihaldus,,1,2,5,8,,,11,5,,,,,,,16,,
K,HV,HVAJ,FLAJ.02.150,Teabekogude moodustamine ja kirjeldamine,,,,2,5,,,7,,6,,,,,,,,
K,HV,HVAJ,FLAJ.02.153,Allikad ja nende tõlgendamine (19.-20. sajand),,,,1,4,,1,4,,,,,,,,5,,
K,HV,HVAJ,FLAJ.03.118,Eesti kultuuriajalugu,,1,,,4,,,5,,5,,,,,,,,
K,HV,HVAJ,FLAJ.03.145,Läänemeremaade majandusajalugu 13.-19. sajandini,,,,1,6,,,7,,6,,1,,,,,,
K,HV,HVAJ,FLAJ.03.168,Eesti lähiajalugu,,,1,2,11,,1,12,1,3,5,3,1,1,,,,1
K,HV,HVAJ,FLAJ.03.171,Eesti keskaeg,1,2,1,10,46,,18,42,,25,6,9,6,2,12,,,
K,HV,HVAJ,FLAJ.03.179,Eesti uusaeg (1710-1900),1,,,6,18,1,3,21,,5,9,3,5,,,,,2
K,HV,HVAJ,FLAJ.03.184,Nõukogude Liidu ajalugu,,,,4,10,1,3,10,,4,3,2,,2,,,,3
K,HV,HVAJ,FLAJ.03.186,Leedu ajalugu,1,,,4,6,2,,9,,3,2,2,,,,,,
K,HV,HVAJ,FLAJ.05.109,Eesti kunsti ajaloo historiograafia,,,1,2,4,,4,3,,5,,,,,,,,1
K,HV,HVAJ,FLAJ.05.120,Arhitektuuriteose analüüs,,,,1,5,,1,5,,,,,,,,5,,
K,HV,HVAJ,FLAJ.05.138,Eesti arhitektuur ja kunst 18.-19. sajandil,,,,1,16,,,17,,,,,,,,16,,1
K,HV,HVAJ,FLAJ.06.005,Uusim aeg,1,1,,5,5,1,,11,,4,3,3,1,,1,,,
K,HV,HVAJ,FLAJ.06.009,Aafrika ajalugu 19.-20. sajandil,,,,5,18,,,20,3,14,4,1,3,,,,,1
K,HV,HVAJ,FLAJ.06.154,Riikluse ideelistest ja õiguslikest alustest kuni 19. sajandi alguseni,,,1,4,12,,2,15,,4,4,3,2,1,,,,3
K,HV,HVAJ,FLAJ.06.164,Baltikum rahvusvaheliste suhete kontekstis 20. sajandil,,,1,1,6,,,7,1,1,2,3,1,,,,,1
K,HV,HVAJ,FLAJ.07.200,Tsivilisatsiooni ja riikluse kujunemine: teooriad ja seaduspärasused,,,1,2,8,,,10,1,6,1,1,2,1,,,,
K,HV,HVAJ,FLAJ.07.205,Uusaeg,,1,2,4,11,1,2,15,,3,3,5,3,2,,,,2
K,HV,HVAJ,HVAJ.05.002,20. sajandi kunsti ajalugu II,,1,,2,9,,,11,1,4,5,1,1,1,,,,
K,HV,HVAJ,HVAJ.05.004,Üldine kunstiajalugu: keskaja kunst,1,,,,8,1,,8,,4,1,2,1,,,,,
K,HV,HVAJ,HVAJ.05.008,Kunstikriitika ja analüüs,,,,,6,,,6,,,,,,,,5,1,
K,HV,HVAJ,HVAJ.06.003,Balti riikide ajalugu 20. sajandil,1,1,1,1,1,1,2,2,,,3,1,,,,,,1
K,HV,HVAJ,HVAJ.06.008,Uusim aeg,,,2,6,9,,1,15,1,7,6,3,,1,,,,
K,HV,HVAJ,HVAJ.06.014,Aafrika kultuuriajalugu,,,1,,4,1,,4,,,,,,,,4,,1
K,HV,HVAJ,HVAJ.07.002,Üldajaloo seminar,,,,2,10,,,10,2,,,,,,,10,2,
K,HV,HVAJ,HVAJ.07.013,Uusaeg,,,,3,6,,2,6,1,,2,4,3,,,,,
K,HV,HVEE,FLEE.00.044,Doktoriseminar,,,1,,5,,,6,,,,,,,,5,,
K,HV,HVEE,FLEE.00.050,Magistriseminar,1,1,,3,6,1,,10,,,,,,,,10,1,
K,HV,HVEE,FLEE.00.052,Keeleteaduslik magistriseminar,,1,1,,9,,,11,,,,,,,,11,,
K,HV,HVEE,FLEE.02.017,Keeletoimetamine I,,,,1,12,,4,9,,,,,,,,12,1,
K,HV,HVEE,FLEE.02.019,Eesti keel ja stilistika,,,,3,17,,,19,1,4,4,8,2,,,,,1
K,HV,HVEE,FLEE.02.042,Eesti õigekeelsus ja väljendusõpetus,,,2,7,49,1,5,51,1,,,,,,,54,2,2
K,HV,HVEE,FLEE.02.093,Eesti keel,,,1,3,2,,,5,1,,,,,,,6,,
K,HV,HVEE,FLEE.02.097,Eesti keele lauseõpetus,1,,2,4,7,1,3,10,,,,,,,,14,,
K,HV,HVEE,FLEE.02.103,Tekstianalüüs,1,,,6,6,,,13,,,,,,,,13,,
K,HV,HVEE,FLEE.02.122,Eesti keele struktuur,,,,4,11,,,15,,,,,,,,15,,
K,HV,HVEE,FLEE.02.133,Tõlke toimetamine,1,1,,2,11,1,2,11,1,,,,,,,15,,
K,HV,HVEE,FLEE.02.156,Eesti keele didaktika,,,,3,3,1,2,3,,,,,,,,6,,
K,HV,HVEE,FLEE.02.163,Eesti kirjakeele ajalugu,1,,,2,11,1,,12,1,8,4,2,,,,,,
K,HV,HVEE,FLEE.02.184,Eesti keele sõnavara struktuur ja sõnamoodustus,,,,3,8,,,11,,4,2,4,1,,,,,
K,HV,HVEE,FLEE.02.185,Eesti keele allkeeled,1,,1,3,1,1,3,2,,2,,2,1,,,,,1
K,HV,HVEE,FLEE.04.127,Eesti keel edasijõudnutele II (C1.1),,,,,7,,,7,,1,1,5,,,,,,
K,HV,HVEE,FLEE.04.173,Eesti keele lauseõpetuse praktiline põhikursus,,,,,5,,,5,,2,1,1,1,,,,,
K,HV,HVEE,FLEE.04.176,Eesti keele grammatika- ja sõnavaravigade analüüs,,,,2,4,,,6,,5,,,1,,,,,
K,HV,HVEE,FLEE.04.195,Eesti popkultuur 20. sajandil,,,1,2,5,,,8,,,,,,,,7,,
K,HV,HVEE,FLEE.04.207,Eesti kultuuriruumi kujunemine ja tänapäev,,,3,8,10,,1,20,,8,6,6,1,,,,,
K,HV,HVEE,FLEE.04.210,Akadeemiline eesti keel muukeelsetele I,,,,,14,,,14,,,,,,,,13,,1
K,HV,HVEE,FLEE.04.227,LAK-õppe põhimõtted ja rakendamine,,,1,7,13,,2,19,,,,,,,,18,,3
K,HV,HVEE,FLEE.04.231,Keel ja ühiskond,2,,,2,9,1,1,11,,,,,,,,11,,2
K,HV,HVEE,FLEE.06.003,"Soome keel, tase 0 > B1",,1,,2,9,,5,6,1,2,1,2,,4,,,,2
K,HV,HVEE,FLEE.06.010,Soome keele suuline ja kirjalik väljendusoskus I (B1/B2),1,,,1,6,,,8,,,,,,,,6,,
K,HV,HVEE,FLEE.06.092,Soome keele suuline ja kirjalik väljendusoskus II (B2/C1),,,,,5,,,5,,4,1,,,,,,,
K,HV,HVEE,FLEE.08.053,Keeleteaduse alused,2,1,,7,13,2,,20,1,11,9,1,1,,,,,1
K,HV,HVEE,FLEE.08.058,Tähendusõpetus,,,,,7,,,7,,4,2,1,,,,,,
K,HV,HVEE,FLEE.09.003,Eesti murded,,,,4,10,,1,13,,5,5,2,,,,,,1
K,HV,HVEE,FLEE.09.012,Erikursus murretest,,,1,,4,,,5,,,,,,,,5,,
K,HV,HVEE,FLLE.00.013,Võru keele vestluskursus,,,,,8,,,8,,,,,,,,8,,
K,HV,HVEE,FLLE.00.019,Seto keel,,,1,,7,,,6,2,,,,,,,7,,1
K,HV,HVEE,HVEE.00.006,Bakalaureuseseminar,,,1,2,8,,,11,,,,,,,,9,1,1
K,HV,HVEE,HVEE.01.002,Võru keele algkursus,,,,1,10,,,9,2,,,,,,,11,,
K,HV,HVEE,HVEE.01.004,Akadeemiline eesti keel,1,,3,23,48,2,19,54,,32,28,9,1,1,1,,,2
K,HV,HVEE,HVEE.01.005,Uurimistöö kirjutamise alused,,,2,7,29,,7,30,1,,,,,,,36,2,
K,HV,HVEE,HVEE.01.006,Suurte tekstiandmete töötlemine ja analüüs humanitaarteadustes,,,,2,7,,,9,,6,2,,,,1,,,
K,HV,HVEE,HVEE.03.006,"Soome keel algajaile, tase 0>B1",,,1,2,22,,2,23,,,,,,,,24,,
K,HV,HVEE,HVEE.03.007,"Soome keele algkursus inglise keele baasil I, tase 0 > A1.1",1,,,1,6,1,,7,,5,2,,,,,,,1
K,HV,HVEE,HVEE.05.002,Erivajadusega õpilane humanitaaraine tunnis,,,,,7,,,7,,5,1,,,,,,,1
K,HV,HVEE,HVEE.05.020,Mängustamine ja improvisatsioon teise keele õppes,,,,,8,,,8,,,,,,,,8,,
K,HV,HVEE,HVEE.05.024,Tekstiõpetuse alused,,,1,,5,,1,5,,,,,,,,6,,
K,HV,HVFI,FLFI.00.001,Sissejuhatus filosoofiasse,,2,2,5,24,1,1,31,,,,,,,,31,,2
K,HV,HVFI,FLFI.00.098,Magistriseminar,,,3,2,9,1,,12,1,,,,,,,14,,
K,HV,HVFI,FLFI.01.103,Filosoofia ajalugu I,,,,,13,1,3,9,,,,,,,,13,,
K,HV,HVFI,FLFI.01.117,Surm ja elu mõte,1,,,2,14,1,,15,1,,,,,,,17,,
K,HV,HVFI,FLFI.01.118,Ajalooteooria,1,,,,5,,,6,,3,1,1,,,1,,,
K,HV,HVFI,FLFI.02.008,Poliitikafilosoofia,,,,4,11,1,1,13,,4,3,3,,,5,,,
K,HV,HVFI,FLFI.02.138,Õpetaja eetika ja väärtuskasvatus,,2,1,3,7,,,13,,,,,,,,13,,
K,HV,HVFI,FLFI.02.154,Metaeetika,,,1,1,9,,,10,1,5,2,4,,,,,,
K,HV,HVFI,FLFI.02.156,Epistemoloogia,,1,,2,10,,1,11,1,1,11,,1,,,,,
K,HV,HVFI,FLFI.02.160,Inseneriteaduse sotsiaalsed ja eetilised aspektid,,,,,5,,2,3,,,,,,,,5,,
K,HV,HVFI,FLFI.02.171,Kriitilise teooria lugemisgrupp: Adornost ja Horkheimerist Habermasini,,,,,6,,,6,,6,,,,,,,,
K,HV,HVFI,FLFI.04.068,Keelefilosoofia,,,2,2,1,,,5,,1,2,1,,,,,,1
K,HV,HVFI,FLFI.04.078,Sissejuhatus loogikasse,1,,,3,6,1,2,7,,7,1,,1,,,,,1
K,HV,HVFI,FLSE.00.040,Kirjandussemiootika,,,1,,11,,2,10,,10,2,,,,,,,
K,HV,HVFI,FLSE.00.204,Doktoriseminar,1,1,,3,11,1,,15,,,,,,,,16,,
K,HV,HVFI,FLSE.00.214,Zoosemiootika,1,,,,10,,,11,,5,2,2,,,2,,,
K,HV,HVFI,FLSE.00.221,Semiootika koolkonnad,,,,1,5,,1,5,,5,1,,,,,,,
K,HV,HVFI,FLSE.00.230,Kvalitatiivsed meetodid semiootikas,,,1,3,1,,,5,,5,,,,,,,,
K,HV,HVFI,FLSE.00.250,Tartu-Moskva koolkonna semiootika,1,1,,1,7,1,4,5,,8,2,,,,,,,
K,HV,HVFI,FLSE.00.253,Magistriseminar,1,,,2,7,1,,9,,,,,,,,10,,
K,HV,HVFI,FLSE.00.260,Zoosemiootika: omailm ja loomade kommunikatsioon,,,,1,8,,,9,,5,2,2,,,,,,
K,HV,HVFI,FLSE.00.262,Sotsiosemiootika ja sotsiaalteooriad,1,2,1,1,1,2,2,1,1,3,1,1,1,,,,,
K,HV,HVFI,FLSE.00.273,Multimeedia ja kunsti semiootiline analüüs,,1,,1,7,,5,4,,7,,1,,,,,,1
K,HV,HVFI,FLSE.00.278,Juri Lotman ja Tartu-Moskva koolkond,,1,,,16,,2,15,,7,7,2,,,,,,1
K,HV,HVFI,FLSE.00.279,Kultuurisemiootika,1,,1,5,9,2,1,13,,5,6,1,1,,,,,3
K,HV,HVFI,FLSE.00.281,Ruumisemiootika,,,,5,8,,,13,,6,3,1,,,,,,3
K,HV,HVFI,FLSE.00.285,Kultuurisemiootika rakendused,,,,2,5,,,7,,6,1,,,,,,,
K,HV,HVFI,FLSE.00.302,Kultuuriteooria alused,1,,,3,2,1,2,2,1,,,,,,,4,,2
K,HV,HVFI,FLSE.00.316,Konfliktisemiootika,,,,6,13,,,19,,9,5,3,,,,,,2
K,HV,HVFI,HVFI.01.002,"Hea teadus: raamnõuded, väärtused ja tegevuspõhimõtted",,,,1,5,,1,5,,4,,2,,,,,,
K,HV,HVFI,HVFI.01.003,Filosoofilised lahkarvamused,,1,,4,15,,5,15,,,,,,,,19,1,
K,HV,HVHV,HVHV.00.003,Humanitaarteaduste rakenduslikud suunad,,1,1,3,7,,3,9,,3,4,4,1,,,,,
K,HV,HVHV,HVHV.00.011,Sissejuhatus materiaalse kultuuri uuringutesse,,,1,4,10,,5,10,,,,,,,,15,,
K,HV,HVHV,HVHV.00.014,Emakeele ja teiste keelte omandamine,,,,2,9,,1,10,,2,5,1,1,,,,,2
K,HV,HVHV,OIAO.06.051,Sissejuhatus erialainfootsingusse,1,,,2,20,1,,20,2,,,,,,,23,,
K,HV,HVKU,FLKU.03.078,Euroopa Liidu struktuurid ja poliitikad,1,,3,5,6,,,15,,,,,,,,15,,
K,HV,HVKU,FLKU.03.088,Eesti etnoloogia ajalugu,,,,2,5,,,7,,,,,,,,4,1,2
K,HV,HVKU,FLKU.04.038,Folkloori žanrisüsteem,,,,3,4,1,,6,,4,2,1,,,,,,
K,HV,HVKU,FLKU.04.044,Rahvausundi demonoloogia,,,,1,16,,,17,,10,2,3,,,,,,1
K,HV,HVKU,FLKU.04.082,Eesti rahvaluule,,,,1,4,,,4,1,1,1,1,2,,,,,
K,HV,HVKU,FLKU.04.093,Pärimus ja identiteet multikultuurses ühiskonnas,,,1,2,9,,2,10,,6,3,1,2,,,,,
K,HV,HVKU,FLKU.04.126,"Pärimus, poliitika ja performatiivsed praktikad",,,,,10,,,10,,10,,,,,,,,
K,HV,HVKU,FLKU.04.137,Eesti rahvausund minevikust tänapäevani,,,,4,3,,,7,,2,,4,1,,,,,
K,HV,HVKU,FLKU.05.021,Kirjanduse ja teatriteaduse doktoriseminar,,1,,3,3,,,7,,1,,,,,,5,,
K,HV,HVKU,FLKU.05.075,Maailmakirjanduse tüvitekstid,,,1,4,9,,,12,2,,,,,,,14,,
K,HV,HVKU,FLKU.05.090,Eesti kirjanduse ajalugu I,,,1,5,19,1,,22,2,14,10,,,,,,,1
K,HV,HVKU,FLKU.05.091,Eesti kirjanduse ajalugu II,,,1,3,14,,,17,1,3,12,2,1,,,,,
K,HV,HVKU,FLKU.05.107,Luule- ja proosateksti analüüs,,,1,1,12,,5,9,,7,2,3,,,,,,2
K,HV,HVKU,FLKU.05.120,Akadeemiline kirjutamine: oskused ja ohud,,,,3,15,,1,17,,,,,,,,18,,
K,HV,HVKU,FLKU.05.121,Eesti nüüdiskirjandus,,,,1,11,,,12,,7,4,,,,,,,1
K,HV,HVKU,FLKU.05.137,Eesti nüüdisteater,,,,6,15,,1,19,1,13,2,4,1,,,,,1
K,HV,HVKU,FLKU.05.144,Etenduse analüüsi praktikum,,,1,,9,,4,6,,3,2,2,1,,,,,2
K,HV,HVKU,FLKU.05.145,Draamaklassika põhitekstid,,,,,8,,1,7,,4,4,,,,,,,
K,HV,HVKU,FLKU.05.149,Teatriteaduse seminar,1,1,,2,5,1,1,7,,,,,,,,7,,2
K,HV,HVKU,FLKU.05.150,Üldine teatriajalugu I. Antiigist romantismini,,,,,5,,2,3,,2,1,2,,,,,,
K,HV,HVKU,FLKU.05.160,Poeetika,,1,2,5,11,1,,18,,6,6,6,,1,,,,
K,HV,HVKU,FLKU.05.169,Üldine teatriajalugu II. 19. sajandi lõpust Teise maailmasõjani,,,,,6,,,6,,1,1,3,,,1,,,
K,HV,HVKU,FLKU.05.210,Kirjandus ja ühiskond,,,,,7,,,6,1,,,,,,,7,,
K,HV,HVKU,FLKU.05.213,Kirjanduse didaktika erikursus,,,,1,7,1,2,5,,6,2,,,,,,,
K,HV,HVKU,FLKU.05.231,Narratiiviuuringud,,1,4,3,7,1,6,8,,4,7,2,1,,,,,1
K,HV,HVKU,FLKU.05.236,Maailmakirjandus II. Keskajast klassitsismini,,,1,4,2,,1,6,,2,,,,,,,,
K,HV,HVKU,FLKU.05.238,Maailmakirjandus IV. Modernism. Postmodernism,,,4,6,8,,,13,5,11,4,1,,,,,,2
